QUESTION,BT LEVEL
Determine if the two principal components are adequate to explain the variation in the sample that was used to calculate I.,Applying
State three methods that could be used to determine the adequate number of factors in the solution.,Remembering
Determine the percentage of variation in the correlation matrix that is explained by the 4 factors.,Applying
Estimate the communalities and specific variances for the first four variables.,Applying
Indicate the variables that are important in each of the canonical variates.,Remembering
Write the first pair of standardised canonical variates.,Remembering
Calculate the length of the projection of vector x on vector y. ,Applying
Classify a person who scored 12 and 10 for acceptability  and confidence assuming equal cost of misclassification and current percentage of supporters being 40.,Understanding
Construct a confusion matrix for the data and estimate the Apparent Error Rate. ,Understanding
Solve the following optimization problem by using the golden section search method and terminate the computation when the length of the interval.  ,Applying
Use dynamic programming to make these allocations to maximize the total grade points to be obtained from the four courses.,Applying
Apply the Karush-Kuhn-Tucker conditions for this problem to derive an optimal solution.,Applying
Use Lagrange multiplier to solve the following nonlinear programming problem.,Applying
Use dynamic programming to help the fortune seeker to identify the route which minimizes the total cost of the policy.,Applying
Use the Chapman-Kolmogorov Equations procedure to find the n-step transition matrix pUi for n = 2 and 5.,Applying
Formulate the evolution of the weather as a Markov chain by defining its states and giving its (one-step) transition matrix.,Creating
Determine how to minimize the total cost of operating and purchasing a telephone for the next six years.,Applying
Define transgenic crops.,Remembering
List four traits commonly used for the development of transgenic crops.,Remembering
“Transgenic technology is the best method used for crop improvement and that it should be the only method adopted in future”. Comment on the above statement and justify your explanation.,Evaluating
Discuss in detail the criteria used to assess the success or failure of a newly released transgenic crop with improved tolerance to stress.,Analyzing
State TWO (2) advantages of continuous bioreactors over batch bioreactors.,Remembering
"Using the Luedeking-Piret equation for growth associated product formation, calculate the pullulan concentration in 30h of fermentation.",Applying
Name a major culture collection.,Remembering
Butanol is found to be an efficient carbon source for the cultivation of this microorganism. Suggest how this carbon source can be sterilised and used in this fermentation process.,Creating
"After strain modification process, the UTAR002 is found to be unable to excrete the desired enzyme into the medium.  Suggest a proper purification protocol for the recovery of this product.",Creating
"As a fermentation technologist, you are required to maximise the production of citric acid through chemostat process. The chemostat process is going to be operated at dilution rate of 0.25 h-1 with 30 g/L of sucrose concentration in the feeding tank. Evaluate the possibilities in employing chemostat for citric acid production.",Evaluating
Distinguish between chemically defined media and natural media.,Analyzing
"Optimization of medium and culture conditions of a fermentation process can be conducted by using multifactor experimental design or response surface optimization. With aid of a flow chart, compare and contrast these two methods.",Analyzing
